#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-15T01:37:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-15T01:37:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A+A/686/A42/members&Name=NGC_6383&-out.all&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_members:
#Name: J/A+A/686/A42/members
#Title: Member stars of clusters (table 2)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I7)	Sequential number	[ucd=meta.record]
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id.parent]
#Column	ID	(I4)	Internal cluster ID	[ucd=meta.id]
#Column	GaiaDR3	(I19)	Gaia DR3 source ID	[ucd=meta.id;meta.main]
#Column	inrj	(I1)	[0/1] Flag indicating if cluster is within Jacobi radius (i.e. true tidal radius from cluster mass)	[ucd=meta.code]
#Column	inrt	(I1)	[0/1] Flag indicating if cluster is within estimated King (1962AJ.....67..471K) tidal radius based on cluster profile	[ucd=meta.code]
#Column	Prob	(F21.18)	[0/1] Membership probability	[ucd=stat.probability]
#Column	RA_ICRS	(F11.8)	Right ascension of star (ICRS) at Ep=2016.0	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F11.8)	Standard error on ra	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F11.8)	Declination of star (ICRS) at Ep=2016.0	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F11.8)	Standard error on dec	[ucd=stat.error;pos.eq.dec]
#Column	GLON	(F11.8)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F11.8)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	pmRA	(F14.8)	Mean proper motion in right ascension multiplied by cos(dec)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F10.8)	Standard error of pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F14.8)	Mean proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F10.8)	Standard error of pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F13.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	e_Plx	(F10.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	pscol	(F11.8)	? Estimated pseudocolour	[ucd=stat.fit.param]
#Column	e_pscol	(F11.8)	? Standard error on pseudocolor	[ucd=stat.error]
#Column	PlxpmRACor	(E11.4)	Correlation between parallax and pmra	[ucd=stat.correlation]
#Column	PlxpmDECor	(E11.4)	Correlation between parallax and pmdec	[ucd=stat.correlation]
#Column	pmRApmDECor	(E11.4)	Correlation between pmra and pmdec	[ucd=stat.correlation]
#Column	PlxpscolCor	(E11.4)	? Correlation between parallax and pseudocolour	[ucd=stat.correlation]
#Column	pmRApscolCor	(E11.4)	? Correlation between pmra and pseudocolour	[ucd=stat.correlation]
#Column	pmDEpscolCor	(E11.4)	? Correlation between pmdec and pseudocolour	[ucd=stat.correlation]
#Column	Solved	(I2)	[31/95] Gaia DR3 flag indicating which parameters solved for	[ucd=meta.number]
#Column	ELAT	(F11.8)	Ecliptic latitude	[ucd=pos.ecliptic.lat]
#Column	nueff	(F10.7)	? Effective wavenumber of source used in astrometric solution	[ucd=em.freq]
#Column	RUWE	(F11.8)	Renormalised unit weight error	[ucd=stat.error]
#Column	FidelityV1	(F10.8)	Rybizki et al. (2022MNRAS.510.2597R) V1 fidelity parameter	[ucd=meta.code]
#Column	FG	(F19.8)	Mean G-band flux	[ucd=phot.flux.density;em.opt]
#Column	e_FG	(F17.8)	Error on mean G-band flux	[ucd=stat.error]
#Column	FBP	(F19.8)	Mean BP-band flux	[ucd=phot.flux.density;em.opt.B]
#Column	e_FBP	(F17.8)	Error on mean BP- band flux	[ucd=stat.error]
#Column	FRP	(F19.8)	Mean RP-band flux	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(F17.8)	Error on mean RP- band flux	[ucd=stat.error]
#Column	Gmag	(F10.6)	Mean G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BPmag	(F10.6)	Mean BP-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	RPmag	(F10.6)	Mean RP-band magnitude	[ucd=phot.mag;em.opt.R]
#Column	BP-RP	(F10.6)	BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	BP-G	(F10.6)	BP-G colour	[ucd=phot.color;em.opt;em.opt]
#Column	G-RP	(F10.6)	G-RP colour	[ucd=phot.color;em.opt;em.opt]
#Column	RV	(F12.6)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F12.6)	? Standard error of radial velocity	[ucd=stat.error]
#Column	n_RV	(F4.1)	? Method used to obtain the RV	[ucd=meta.note]
#Column	o_RV	(F5.1)	? Number of transits used to compute the RV	[ucd=meta.number]
#Column	o_RVd	(F4.1)	? Number of transits that underwent deblending	[ucd=meta.number]
#Column	GRVSmag	(F11.7)	? Mean Grvs magnitude	[ucd=phot.mag;em.opt]
#Column	e_GRVSmag	(F11.8)	? Error on mean Grvs magnitude	[ucd=stat.error;phot.mag]
#Column	o_GRVSmag	(F5.1)	? Number of transits used to construct Grvs magnitude	[ucd=meta.number]
#Column	Vbroad	(F12.7)	? Spectral line broadening parameter	[ucd=spect.line.broad;spect.line]
#Column	e_Vbroad	(F13.8)	? Error on the spectral line broadening	[ucd=stat.error]
#Column	o_Vbroad	(F4.1)	? Number of transits used to compute vbroad	[ucd=meta.number]
#Column	VarFlag	(A13)	Gaia DR3 photometric variability flag	[ucd=meta.code;src.var]
#Column	NSS	(I1)	[0/6] Flag indicating source has additional information in the Gaia DR3 non single star tables	[ucd=meta.code]
#Column	RVS	(I1)	[0/1] Flag indicating the availability of mean RVS spectrum for this source	[ucd=meta.code]
#Column	Mass2.5	(F12.8)	? 2.5th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass16	(F12.8)	? 16th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass50	(F12.8)	? 50th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass84	(F12.8)	? 84th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	Mass97.5	(F12.8)	? 97.5th percentile of stellar mass for this star, assuming star is single	[ucd=phys.mass]
#Column	_RA.icrs	(F11.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F11.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
recno	Seq	Name	ID	GaiaDR3	inrj	inrt	Prob	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	GLON	GLAT	pmRA	e_pmRA	pmDE	e_pmDE	Plx	e_Plx	pscol	e_pscol	PlxpmRACor	PlxpmDECor	pmRApmDECor	PlxpscolCor	pmRApscolCor	pmDEpscolCor	Solved	ELAT	nueff	RUWE	FidelityV1	FG	e_FG	FBP	e_FBP	FRP	e_FRP	Gmag	BPmag	RPmag	BP-RP	BP-G	G-RP	RV	e_RV	n_RV	o_RV	o_RVd	GRVSmag	e_GRVSmag	o_GRVSmag	Vbroad	e_Vbroad	o_Vbroad	VarFlag	NSS	RVS	Mass2.5	Mass16	Mass50	Mass84	Mass97.5	_RA.icrs	_DE.icrs
 	 	 	 	 	 	 	 	deg	mas	deg	mas	deg	deg	mas/yr	mas/yr	mas/yr	mas/yr	mas	mas	um-1	um-1	 	 	 	 	 	 	 	deg	um-1	 	 	e-/s	e-/s	e-/s	e-/s	e-/s	e-/s	mag	mag	mag	mag	mag	mag	km/s	km/s	 	 	 	mag	mag	 	km/s	km/s	 	 	 	 	Msun	Msun	Msun	Msun	Msun	deg	deg
--------	-------	--------------------	----	-------------------	-	-	---------------------	-----------	-----------	-----------	-----------	-----------	-----------	--------------	----------	--------------	----------	-------------	----------	-----------	-----------	-----------	-----------	-----------	-----------	-----------	-----------	--	-----------	----------	-----------	----------	-------------------	-----------------	-------------------	-----------------	-------------------	-----------------	----------	----------	----------	----------	----------	----------	------------	------------	----	-----	----	-----------	-----------	-----	------------	-------------	----	-------------	-	-	------------	------------	------------	------------	------------	-----------	-----------
  730832	 730831	NGC_6383            	4735	4054562862458005504	1	0	 0.495438550157398350	263.8823861	 0.38303772	-32.7750565	 0.28939070	355.5974244	-0.20066030	    2.50975064	0.46738353	   -2.04262193	0.35493180	   0.84103649	0.38716638	 1.17243050	 0.09682111	-3.0526e-01	-5.5291e-02	 1.8880e-01	-5.3290e-02	-1.4013e-01	-3.1973e-01	95	-9.44638464	          	 0.94883690	0.91113281	       328.79084224	       1.30379130	        45.30196676	       6.75227400	       424.49427020	      11.36327300	 19.395067	 21.198250	 18.178215	  3.020035	  1.803183	  1.216852	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.37640446	  0.38990873	  0.41610416	  0.43762164	  0.49131087	263.8823729	-32.7750474
  730833	 730832	NGC_6383            	4735	4054564507427102208	1	1	 0.570827579416177011	263.7957395	 0.05300253	-32.7670325	 0.03623210	355.5648034	-0.13502294	    2.63333619	0.06379310	   -1.88371295	0.04419422	   0.91155071	0.06047163	           	           	-1.1301e-01	 2.0651e-01	-1.9349e-01	           	           	           	31	-9.44152111	 1.3618927	 0.96824890	1.00000000	      6719.44318159	      37.20585600	      2067.92190959	      41.43167000	      6844.74525721	      93.67018000	 16.119034	 17.049707	 15.159502	  1.890205	  0.930674	  0.959532	            	            	    	     	    	           	           	     	            	             	    	VARIABLE     	0	0	  1.13177536	  1.16852501	  1.23587525	  1.28747921	  1.35052011	263.7957255	-32.7670242
  730834	 730833	NGC_6383            	4735	4054565473813503488	1	1	 0.617271796360531533	263.7225697	 0.03555275	-32.7488135	 0.02839000	355.5468331	-0.07341668	    2.52747254	0.04695323	   -1.89217697	0.03460533	   0.81312094	0.04118016	           	           	-2.2906e-01	 2.2171e-01	 1.6531e-01	           	           	           	31	-9.42601690	 1.4043419	 0.99965600	1.00000000	     10864.76058763	      20.07491900	      3977.26941325	      33.23238000	     10007.41780073	      47.76054800	 15.597317	 16.339580	 14.747090	  1.592490	  0.742264	  0.850226	            	            	    	     	    	           	           	     	            	             	    	VARIABLE     	0	0	  1.36395240	  1.40292870	  1.45777553	  1.52126066	  1.61766442	263.7225563	-32.7488051
  730835	 730834	NGC_6383            	4735	4054565572579111296	1	1	 0.659726503883040660	263.7687979	 0.13220420	-32.7282240	 0.10332495	355.5851900	-0.09497372	    2.73088258	0.15554667	   -1.62093099	0.11755405	   0.80220138	0.16528212	           	           	-1.1884e-01	 3.3037e-01	 4.4614e-02	           	           	           	31	-9.40373918	 1.3148726	 1.03488420	0.76123047	      1248.44696840	       2.93607190	       294.15877247	       8.24574100	      1430.92064816	       9.70797600	 17.946442	 19.167088	 16.858856	  2.308231	  1.220646	  1.087585	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.63448952	  0.66753404	  0.69921743	  0.71876489	  0.73776592	263.7687835	-32.7282168
  730836	 730835	NGC_6383            	4735	4054565576892701312	1	1	 0.565912810683360190	263.7739349	 0.05023313	-32.7287157	 0.03966265	355.5871141	-0.09887428	    2.54481555	0.06076815	   -1.81636010	0.04582322	   0.78234316	0.05995462	           	           	-1.9297e-01	 2.6048e-01	 2.0565e-02	           	           	           	31	-9.40404140	 1.3761969	 1.03714050	1.00000000	      5465.90240078	       6.98657500	      1794.75072689	      12.69325800	      5407.53655117	      33.51673500	 16.343212	 17.203531	 15.415397	  1.788135	  0.860319	  0.927815	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  1.03735400	  1.07595846	  1.14604941	  1.20252990	  1.25709703	263.7739214	-32.7287077
  730837	 730836	NGC_6383            	4735	4054565851770494464	1	1	 0.544975220270529692	263.8863879	 0.11810320	-32.7494064	 0.09697652	355.6208298	-0.18964011	    2.75726576	0.16054058	   -1.93356277	0.12448291	   0.80034495	0.13223611	           	           	-1.4618e-01	 1.5743e-01	 2.0949e-01	           	           	           	31	-9.42061367	 1.2662017	 1.01198820	0.98779297	      1506.35509367	       3.86202550	       257.90275154	      10.54552400	      1903.40166995	      17.81806400	 17.742548	 19.309902	 16.549068	  2.760834	  1.567354	  1.193480	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.68484758	  0.70529402	  0.71639273	  0.73565549	  0.76676063	263.8863733	-32.7493978
  730838	 730837	NGC_6383            	4735	4054565886130248576	1	1	 0.560344635242014943	263.8594483	 0.04902615	-32.7565227	 0.03971356	355.6026031	-0.17441686	    2.68720834	0.06498457	   -1.86207613	0.04911410	   0.82088378	0.05534258	           	           	-2.1453e-01	 1.5313e-01	 1.4031e-02	           	           	           	31	-9.42869843	 1.3716456	 0.98062830	1.00000000	      5486.17406186	      14.27591400	      1768.35444330	      20.73345800	      5589.45895128	      40.67902000	 16.339193	 17.219620	 15.379471	  1.840149	  0.880426	  0.959722	            	            	    	     	    	           	           	     	            	             	    	VARIABLE     	0	0	  1.03735400	  1.06966442	  1.15155783	  1.19845808	  1.26310649	263.8594341	-32.7565144
  730839	 730838	NGC_6383            	4735	4054565984895892096	1	1	 0.557779319469815515	263.8321560	 0.11281454	-32.7552825	 0.08685316	355.5912440	-0.15443377	    2.74697487	0.13550597	   -1.47346824	0.10321793	   0.90773823	0.12346215	           	           	-8.7919e-02	 2.0903e-01	 8.1994e-02	           	           	           	31	-9.42845156	 1.2688149	 0.94922830	0.99951172	      1972.02132041	       2.57782100	       348.12970646	       6.19079600	      2508.03029015	      11.61771200	 17.450089	 18.984190	 16.249563	  2.734627	  1.534102	  1.200525	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.70277143	  0.72349254	  0.74040062	  0.76213149	  0.84947820	263.8321414	-32.7552760
  730840	 730839	NGC_6383            	4735	4054566023569249792	1	0	 0.494899530265647813	263.8155483	 0.05452609	-32.7502047	 0.04325855	355.5879664	-0.13993809	    2.57938035	0.06667866	   -1.70267936	0.05087657	   1.04730390	0.06376427	           	           	-1.5388e-01	 2.4525e-01	-6.0573e-02	           	           	           	31	-9.42398443	 1.3267300	 1.09531440	1.00000000	      5632.62306108	      12.38798200	      1450.52911870	      18.20916700	      6337.24899334	      55.95368000	 16.310590	 17.434727	 15.243144	  2.191583	  1.124136	  1.067447	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  1.04994351	  1.10177385	  1.16233023	  1.22769553	  1.27512540	263.8155347	-32.7501971
  730841	 730840	NGC_6383            	4735	4054567153127155584	1	1	 0.602856273434681733	263.7736530	 0.18934526	-32.6965856	 0.14200802	355.6140095	-0.08129459	    2.63881185	0.26584610	   -1.86854171	0.18834375	   0.99569245	0.20633101	           	           	-2.3212e-01	 1.6207e-01	 4.4329e-01	           	           	           	31	-9.37195233	 1.2791187	 0.97662350	0.80957031	       985.98856383	       4.76416870	       186.65458011	      13.19526500	      1191.13002990	      26.34109000	 18.202686	 19.660946	 17.057997	  2.602949	  1.458260	  1.144690	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.58413146	  0.59328115	  0.63976648	  0.66776040	  0.71843611	263.7736391	-32.6965773
  730842	 730841	NGC_6383            	4735	4054567221846666624	1	1	 0.780354599739956245	263.8103175	 0.09831321	-32.6817480	 0.07814939	355.6431775	-0.09922659	    2.67237156	0.12052377	   -1.83801370	0.09299133	   0.87905213	0.11880126	           	           	-1.5484e-01	 2.6003e-01	-3.5981e-02	           	           	           	31	-9.35578363	 1.2820702	 1.11737000	0.94531250	      1980.88662762	       2.63552000	       400.81075413	      10.22128000	      2404.92634871	      11.04176900	 17.445217	 18.831194	 16.295141	  2.536053	  1.385977	  1.150076	            	            	    	     	    	           	           	     	            	             	    	NOT_AVAILABLE	0	0	  0.70277143	  0.72349254	  0.74188139	  0.76213149	  0.85159201	263.8103034	-32.6817398
